"",date,day_of_week,day_name,is_weekend,month,year,day_of_year,week_of_year,academic_period,period_type,seasonal_multiplier,period_description,total_enrollment,active_enrollment,residential_students,commuter_students,total_meal_plan_holders,enrollment_seasonal_factor,weather,weather_impact,campus_event,event_impact,event_scheduled,total_transactions,guest_transactions,base_transaction_rate,meal_swipes,dining_dollars_transactions,bronco_bucks_transactions,credit_debit_transactions,breakfast_transactions,lunch_transactions,dinner_transactions,late_night_transactions,estimated_daily_revenue,avg_transaction_value,labor_cost_actual,transactions_per_meal_plan_holder,facility_capacity_utilization,peak_meal_period_volume,actual_foh_general,actual_foh_cashier,actual_kitchen_prep,actual_kitchen_line,actual_dish_room,actual_management,total_actual_hours,revenue_per_labor_hour,transactions_per_labor_hour,labor_cost_percentage
74,2024-03-15,4,Friday,False,3,2024,75,11,spring_semester,regular,0.96,Regular spring semester,31176,29928,5087,24841,7024,0.96,sunny,1.000,regular_day,1.00,False,1288,61,0.2044,1259,18,6,5,231,669,347,41,17066.00,13.25,2010.00,0.183,0.757647,669,21.8,10.1,22.5,32.5,14.5,5.8,107.2,159.20,12.01,11.8
75,2024-03-16,5,Saturday,True,3,2024,76,11,spring_semester,regular,0.96,Regular spring semester,31178,29930,5088,24842,7025,0.96,sunny,1.000,campus_construction,0.94,False,965,45,0.2044,943,13,4,5,173,501,260,31,12786.25,13.25,1218.75,0.137,0.567647,501,13.2,6.1,13.7,19.7,8.8,3.5,65.0,196.71,14.85,9.5
76,2024-03-17,6,Sunday,True,3,2024,77,11,spring_semester,regular,0.96,Regular spring semester,31180,29932,5088,24844,7025,0.96,sunny,1.000,regular_day,1.00,False,1186,56,0.2044,1159,16,5,6,213,616,320,37,15714.50,13.25,1417.50,0.169,0.697647,616,15.4,7.1,15.9,22.9,10.2,4.1,75.6,207.86,15.69,9.0
77,2024-03-18,0,Monday,False,3,2024,78,12,spring_break,special,0.31,Most students away,31183,31183,5301,25882,7319,1.00,cloudy,1.023,regular_day,1.00,False,458,21,0.2044,447,6,2,3,82,238,123,15,6068.50,13.25,943.12,0.063,0.269412,238,10.2,4.7,10.6,15.3,6.8,2.7,50.3,120.65,9.11,15.5
78,2024-03-19,1,Tuesday,False,3,2024,79,12,spring_break,special,0.31,Most students away,31185,31185,5301,25884,7319,1.00,cloudy,1.023,regular_day,1.00,False,523,24,0.2044,511,7,2,3,94,271,141,17,6929.75,13.25,1040.62,0.071,0.307647,271,11.3,5.2,11.7,16.8,7.5,3.0,55.5,124.86,9.42,15.0
79,2024-03-20,2,Wednesday,False,3,2024,80,12,spring_break,special,0.31,Most students away,31188,31188,5301,25887,7320,1.00,sunny,1.000,regular_day,1.00,False,525,25,0.2044,513,7,2,3,94,273,141,17,6956.25,13.25,1042.50,0.072,0.308824,273,11.3,5.2,11.7,16.9,7.5,3.0,55.6,125.11,9.44,15.0
80,2024-03-21,3,Thursday,False,3,2024,81,12,spring_break,special,0.31,Most students away,31190,31190,5302,25888,7321,1.00,sunny,1.000,regular_day,1.00,False,501,23,0.2044,489,7,2,3,90,260,135,16,6638.25,13.25,1008.75,0.068,0.294706,260,10.9,5.1,11.3,16.3,7.3,2.9,53.8,123.39,9.31,15.2
81,2024-03-22,4,Friday,False,3,2024,82,12,spring_break,special,0.31,Most students away,31192,31192,5302,25890,7321,1.00,cloudy,1.023,regular_day,1.00,False,443,21,0.2044,433,6,2,2,79,230,119,15,5869.75,13.25,920.62,0.061,0.260588,230,10.0,4.6,10.3,14.9,6.6,2.7,49.1,119.55,9.02,15.7
82,2024-03-23,5,Saturday,True,3,2024,83,12,spring_break,special,0.31,Most students away,31195,31195,5303,25892,7322,1.00,sunny,1.000,regular_day,1.00,False,345,16,0.2044,337,4,1,3,62,179,93,11,4571.25,13.25,577.50,0.047,0.202941,179,6.2,2.9,6.5,9.3,4.2,1.7,30.8,148.42,11.20,12.6
83,2024-03-24,6,Sunday,True,3,2024,84,12,spring_break,special,0.31,Most students away,31197,31197,5303,25894,7322,1.00,sunny,1.000,regular_day,1.00,False,399,19,0.2044,390,5,1,3,71,207,107,14,5286.75,13.25,639.38,0.054,0.234706,207,6.9,3.2,7.2,10.4,4.6,1.8,34.1,155.04,11.70,12.1
84,2024-03-25,0,Monday,False,3,2024,85,13,spring_break,special,0.31,Most students away,31199,31199,5303,25896,7322,1.00,sunny,1.000,regular_day,1.00,False,448,21,0.2044,438,6,2,2,80,232,120,16,5936.00,13.25,930.00,0.061,0.263529,232,10.1,4.7,10.4,15.0,6.7,2.7,49.6,119.68,9.03,15.7
85,2024-03-26,1,Tuesday,False,3,2024,86,13,spring_semester,regular,0.96,Regular spring semester,31202,29953,5092,24861,7031,0.96,sunny,1.000,regular_day,1.00,False,1521,72,0.2044,1487,21,7,6,273,790,410,48,20153.25,13.25,2270.62,0.216,0.894706,790,24.6,11.4,25.4,36.7,16.4,6.6,121.1,166.42,12.56,11.3
86,2024-03-27,2,Wednesday,False,3,2024,87,13,spring_semester,regular,0.96,Regular spring semester,31204,29955,5092,24863,7031,0.96,sunny,1.000,regular_day,1.00,False,1564,74,0.2044,1529,21,7,7,281,813,422,48,20723.00,13.25,2829.38,0.222,0.920000,813,32.5,14.4,30.3,44.5,21.6,7.6,150.9,137.33,10.36,13.7
87,2024-03-28,3,Thursday,False,3,2024,88,13,spring_semester,regular,0.96,Regular spring semester,31206,29957,5092,24865,7031,0.96,sunny,1.000,prospective_student_day,1.19,False,1775,84,0.2044,1735,24,8,8,319,923,479,54,23518.75,13.25,3101.25,0.252,1.000000,923,35.6,15.8,33.2,48.8,23.7,8.3,165.4,142.19,10.73,13.2
88,2024-03-29,4,Friday,False,3,2024,89,13,spring_semester,regular,0.96,Regular spring semester,31209,29960,5093,24867,7032,0.96,sunny,1.000,regular_day,1.00,False,1289,61,0.2044,1260,18,6,5,232,670,348,39,17079.25,13.25,2010.00,0.183,0.758235,670,21.8,10.1,22.5,32.5,14.5,5.8,107.2,159.32,12.02,11.8
89,2024-03-30,5,Saturday,True,3,2024,90,13,spring_semester,regular,0.96,Regular spring semester,31211,29962,5093,24869,7032,0.96,sunny,1.000,parent_weekend,1.38,False,1419,67,0.2044,1387,19,7,6,255,737,383,44,18801.75,13.25,1730.62,0.202,0.834706,737,18.7,8.7,19.4,28.0,12.5,5.0,92.3,203.70,15.37,9.2
90,2024-03-31,6,Sunday,True,3,2024,91,13,spring_semester,regular,0.96,Regular spring semester,31214,29965,5094,24871,7033,0.96,cloudy,1.023,regular_day,1.00,False,1215,57,0.2044,1188,17,6,4,218,631,328,38,16098.75,13.25,1441.88,0.173,0.714706,631,15.6,7.2,16.2,23.3,10.4,4.2,76.9,209.35,15.80,9.0
91,2024-04-01,0,Monday,False,4,2024,92,14,spring_semester,regular,0.96,Regular spring semester,31216,29967,5094,24873,7034,0.96,sunny,1.000,regular_day,1.00,False,1333,63,0.2044,1303,18,6,6,239,693,359,42,17662.25,13.25,2058.75,0.190,0.784118,693,22.3,10.3,23.1,33.3,14.9,5.9,109.8,160.86,12.14,11.7
92,2024-04-02,1,Tuesday,False,4,2024,93,14,spring_semester,regular,0.96,Regular spring semester,31218,29969,5094,24875,7034,0.96,sunny,1.000,regular_day,1.00,False,1521,72,0.2044,1487,21,7,6,273,790,410,48,20153.25,13.25,2270.62,0.216,0.894706,790,24.6,11.4,25.4,36.7,16.4,6.6,121.1,166.42,12.56,11.3
93,2024-04-03,2,Wednesday,False,4,2024,94,14,spring_semester,regular,0.96,Regular spring semester,31221,29972,5095,24877,7035,0.96,sunny,1.000,regular_day,1.00,False,1565,74,0.2044,1530,21,7,7,281,813,422,49,20736.25,13.25,2829.38,0.222,0.920588,813,32.5,14.4,30.3,44.5,21.6,7.6,150.9,137.42,10.37,13.6
94,2024-04-04,3,Thursday,False,4,2024,95,14,spring_semester,regular,0.96,Regular spring semester,31223,29974,5095,24879,7035,0.96,cloudy,1.023,sports_events,1.12,False,1710,81,0.2044,1672,23,8,7,307,889,461,53,22657.50,13.25,3020.62,0.243,1.000000,889,34.7,15.4,32.3,47.5,23.1,8.1,161.1,140.64,10.61,13.3
95,2024-04-05,4,Friday,False,4,2024,96,14,spring_semester,regular,0.96,Regular spring semester,31225,29976,5095,24881,7035,0.96,sunny,1.000,regular_day,1.00,False,1290,61,0.2044,1261,18,6,5,232,670,348,40,17092.50,13.25,2011.88,0.183,0.758824,670,21.8,10.1,22.6,32.5,14.5,5.8,107.3,159.30,12.02,11.8
96,2024-04-06,5,Saturday,True,4,2024,97,14,spring_semester,regular,0.96,Regular spring semester,31228,29978,5096,24882,7036,0.96,sunny,1.000,regular_day,1.00,False,1029,49,0.2044,1006,14,5,4,185,535,277,32,13634.25,13.25,1278.75,0.146,0.605294,535,13.9,6.4,14.3,20.7,9.2,3.7,68.2,199.92,15.09,9.4
97,2024-04-07,6,Sunday,True,4,2024,98,14,spring_semester,regular,0.96,Regular spring semester,31230,29980,5096,24884,7036,0.96,cloudy,1.023,sports_events,1.12,False,1361,64,0.2044,1331,19,6,5,244,707,367,43,18033.25,13.25,1569.38,0.193,0.800588,707,17.0,7.9,17.6,25.4,11.3,4.5,83.7,215.45,16.26,8.7
98,2024-04-08,0,Monday,False,4,2024,99,15,spring_semester,regular,0.96,Regular spring semester,31232,29982,5096,24886,7037,0.96,cloudy,1.023,regular_day,1.00,False,1364,64,0.2044,1333,19,6,6,245,709,368,42,18073.00,13.25,2094.38,0.194,0.802353,709,22.7,10.5,23.5,33.9,15.1,6.0,111.7,161.80,12.21,11.6
99,2024-04-09,1,Tuesday,False,4,2024,100,15,spring_semester,regular,0.96,Regular spring semester,31235,29985,5097,24888,7038,0.96,sunny,1.000,regular_day,1.00,False,1522,72,0.2044,1488,21,7,6,273,791,410,48,20166.50,13.25,2272.50,0.216,0.895294,791,24.6,11.4,25.5,36.7,16.4,6.6,121.2,166.39,12.56,11.3
100,2024-04-10,2,Wednesday,False,4,2024,101,15,spring_semester,regular,0.96,Regular spring semester,31237,29987,5097,24890,7038,0.96,cloudy,1.023,regular_day,1.0,False,1602,76,0.2044,1566,22,8,6,288,833,432,49,21226.50,13.25,2878.12,0.228,0.942353,833,33.1,14.7,30.8,45.2,22.0,7.7,153.5,138.28,10.44,13.6
101,2024-04-11,3,Thursday,False,4,2024,102,15,spring_semester,regular,0.96,Regular spring semester,31239,29989,5098,24891,7039,0.96,sunny,1.000,regular_day,1.0,False,1493,71,0.2044,1460,20,7,6,268,776,403,46,19782.25,13.25,2236.88,0.212,0.878235,776,24.2,11.2,25.1,36.2,16.1,6.5,119.3,165.82,12.51,11.3
102,2024-04-12,4,Friday,False,4,2024,103,15,spring_semester,regular,0.96,Regular spring semester,31242,29992,5098,24894,7039,0.96,sunny,1.000,regular_day,1.0,False,1290,61,0.2044,1261,18,6,5,232,670,348,40,17092.50,13.25,2011.88,0.183,0.758824,670,21.8,10.1,22.6,32.5,14.5,5.8,107.3,159.30,12.02,11.8
103,2024-04-13,5,Saturday,True,4,2024,104,15,spring_semester,regular,0.96,Regular spring semester,31244,29994,5098,24896,7039,0.96,sunny,1.000,regular_day,1.0,False,1029,49,0.2044,1006,14,5,4,185,535,277,32,13634.25,13.25,1278.75,0.146,0.605294,535,13.9,6.4,14.3,20.7,9.2,3.7,68.2,199.92,15.09,9.4
104,2024-04-14,6,Sunday,True,4,2024,105,15,spring_semester,regular,0.96,Regular spring semester,31247,29997,5099,24898,7041,0.96,sunny,1.000,regular_day,1.0,False,1189,56,0.2044,1162,16,5,6,214,618,321,36,15754.25,13.25,1419.37,0.169,0.699412,618,15.4,7.1,15.9,23.0,10.2,4.1,75.7,208.11,15.71,9.0
105,2024-04-15,0,Monday,False,4,2024,106,16,spring_semester,regular,0.96,Regular spring semester,31249,29999,5099,24900,7041,0.96,sunny,1.000,regular_day,1.0,False,1334,63,0.2044,1304,18,6,6,240,693,360,41,17675.50,13.25,2060.62,0.189,0.784706,693,22.3,10.3,23.1,33.3,14.9,6.0,109.9,160.83,12.14,11.7
106,2024-04-16,1,Tuesday,False,4,2024,107,16,spring_semester,regular,0.96,Regular spring semester,31251,30000,5100,24900,7042,0.96,sunny,1.000,regular_day,1.0,False,1523,72,0.2044,1489,21,7,6,274,791,411,47,20179.75,13.25,2272.50,0.216,0.895882,791,24.6,11.4,25.5,36.7,16.4,6.6,121.2,166.50,12.57,11.3
107,2024-04-17,2,Wednesday,False,4,2024,108,16,spring_semester,regular,0.96,Regular spring semester,31254,30003,5100,24903,7042,0.96,cloudy,1.023,regular_day,1.0,False,1603,76,0.2044,1567,22,8,6,288,833,432,50,21239.75,13.25,2880.00,0.228,0.942941,833,33.1,14.7,30.8,45.3,22.0,7.7,153.6,138.28,10.44,13.6
108,2024-04-18,3,Thursday,False,4,2024,109,16,spring_semester,regular,0.96,Regular spring semester,31256,30005,5100,24905,7042,0.96,cloudy,1.023,regular_day,1.0,False,1528,72,0.2044,1494,21,7,6,275,794,412,47,20246.00,13.25,2274.37,0.217,0.898824,794,24.6,11.4,25.5,36.8,16.4,6.6,121.3,166.91,12.60,11.2
109,2024-04-19,4,Friday,False,4,2024,110,16,spring_semester,regular,0.96,Regular spring semester,31258,30007,5101,24906,7043,0.96,sunny,1.000,regular_day,1.0,False,1291,61,0.2044,1262,18,6,5,232,671,348,40,17105.75,13.25,2011.88,0.183,0.759412,671,21.8,10.1,22.6,32.5,14.5,5.8,107.3,159.42,12.03,11.8
110,2024-04-20,5,Saturday,True,4,2024,111,16,spring_semester,regular,0.96,Regular spring semester,31261,30010,5101,24909,7043,0.96,sunny,1.000,regular_day,1.00,False,1030,49,0.2044,1007,14,5,4,185,535,278,32,13647.50,13.25,1280.63,0.146,0.605882,535,13.9,6.4,14.4,20.7,9.2,3.7,68.3,199.82,15.08,9.4
111,2024-04-21,6,Sunday,True,4,2024,112,16,spring_semester,regular,0.96,Regular spring semester,31263,30012,5102,24910,7044,0.96,sunny,1.000,conference_hosting,1.16,False,1380,65,0.2044,1349,19,6,6,248,717,372,43,18285.00,13.25,1586.25,0.196,0.811765,717,17.2,8.0,17.8,25.6,11.4,4.6,84.6,216.13,16.31,8.7
112,2024-04-22,0,Monday,False,4,2024,113,17,spring_semester,regular,0.96,Regular spring semester,31265,30014,5102,24912,7045,0.96,sunny,1.000,sports_events,1.12,False,1495,71,0.2044,1462,20,7,6,269,777,403,46,19808.75,13.25,2240.63,0.212,0.879412,777,24.3,11.2,25.1,36.2,16.2,6.5,119.5,165.76,12.51,11.3
113,2024-04-23,1,Tuesday,False,4,2024,114,17,spring_semester,regular,0.96,Regular spring semester,31268,30017,5102,24915,7045,0.96,sunny,1.000,regular_day,1.00,False,1524,72,0.2044,1490,21,7,6,274,792,411,47,20193.00,13.25,2272.50,0.216,0.896471,792,24.6,11.4,25.5,36.7,16.4,6.6,121.2,166.61,12.57,11.3
114,2024-04-24,2,Wednesday,False,4,2024,115,17,spring_semester,regular,0.96,Regular spring semester,31270,30019,5103,24916,7046,0.96,sunny,1.000,regular_day,1.00,False,1567,74,0.2044,1532,21,7,7,282,814,423,48,20762.75,13.25,2831.25,0.222,0.921765,814,32.5,14.4,30.3,44.5,21.7,7.6,151.0,137.50,10.38,13.6
115,2024-04-25,3,Thursday,False,4,2024,116,17,spring_semester,regular,0.96,Regular spring semester,31273,30022,5103,24919,7046,0.96,sunny,1.000,regular_day,1.00,False,1495,71,0.2044,1462,20,7,6,269,777,403,46,19808.75,13.25,2240.63,0.212,0.879412,777,24.3,11.2,25.1,36.2,16.2,6.5,119.5,165.76,12.51,11.3
116,2024-04-26,4,Friday,False,4,2024,117,17,spring_semester,regular,0.96,Regular spring semester,31275,30024,5104,24920,7047,0.96,cloudy,1.023,regular_day,1.00,False,1321,62,0.2044,1291,18,6,6,237,686,356,42,17503.25,13.25,2049.38,0.187,0.777059,686,22.2,10.3,23.0,33.1,14.8,5.9,109.3,160.14,12.09,11.7
117,2024-04-27,5,Saturday,True,4,2024,118,17,spring_semester,regular,0.96,Regular spring semester,31277,30025,5104,24921,7047,0.96,sunny,1.000,regular_day,1.00,False,1030,49,0.2044,1007,14,5,4,185,535,278,32,13647.50,13.25,1280.63,0.146,0.605882,535,13.9,6.4,14.4,20.7,9.2,3.7,68.3,199.82,15.08,9.4
118,2024-04-28,6,Sunday,True,4,2024,119,17,spring_semester,regular,0.96,Regular spring semester,31280,30028,5104,24924,7048,0.96,sunny,1.000,prospective_student_day,1.19,False,1416,67,0.2044,1384,19,7,6,254,736,382,44,18762.00,13.25,1614.38,0.201,0.832941,736,17.5,8.1,18.1,26.1,11.6,4.7,86.1,217.91,16.45,8.6
119,2024-04-29,0,Monday,False,4,2024,120,18,spring_semester,regular,0.96,Regular spring semester,31282,30030,5105,24925,7049,0.96,rainy,1.147,graduation,1.43,False,2191,104,0.2044,2142,30,10,9,394,1139,591,67,29030.75,13.25,4025.63,0.311,1.000000,1139,46.2,20.5,43.1,63.3,30.8,10.8,214.7,135.22,10.20,13.9
120,2024-04-30,1,Tuesday,False,4,2024,121,18,spring_semester,regular,0.96,Regular spring semester,31284,30032,5105,24927,7049,0.96,sunny,1.000,regular_day,1.00,False,1524,72,0.2044,1490,21,7,6,274,792,411,47,20193.00,13.25,2272.50,0.216,0.896471,792,24.6,11.4,25.5,36.7,16.4,6.6,121.2,166.61,12.57,11.3
121,2024-05-01,2,Wednesday,False,5,2024,122,18,spring_semester,regular,0.96,Regular spring semester,31287,30035,5105,24930,7049,0.96,rainy,1.147,regular_day,1.00,False,1799,85,0.2044,1759,25,8,7,323,935,485,56,23836.75,13.25,3256.88,0.255,1.000000,935,37.4,16.6,34.9,51.2,24.9,8.7,173.7,137.23,10.36,13.7
122,2024-05-02,3,Thursday,False,5,2024,123,18,spring_semester,regular,0.96,Regular spring semester,31289,30037,5106,24931,7050,0.96,rainy,1.147,conference_hosting,1.16,False,1990,94,0.2044,1946,27,9,8,358,1034,537,61,26367.50,13.25,3508.13,0.282,1.000000,1034,40.3,17.9,37.6,55.1,26.8,9.4,187.1,140.93,10.64,13.3
123,2024-05-03,4,Friday,False,5,2024,124,18,spring_semester,regular,0.96,Regular spring semester,31291,30039,5106,24933,7050,0.96,cloudy,1.023,regular_day,1.00,False,1322,62,0.2044,1292,18,6,6,237,687,356,42,17516.50,13.25,2049.38,0.188,0.777647,687,22.2,10.3,23.0,33.1,14.8,5.9,109.3,160.26,12.10,11.7
124,2024-05-04,5,Saturday,True,5,2024,125,18,spring_semester,regular,0.96,Regular spring semester,31294,30042,5107,24935,7051,0.96,sunny,1.000,career_fair,1.23,False,1268,60,0.2044,1240,17,6,5,228,659,342,39,16801.00,13.25,1595.62,0.180,0.745882,659,17.3,8.0,17.9,25.8,11.5,4.6,85.1,197.43,14.90,9.5
125,2024-05-05,6,Sunday,True,5,2024,126,18,spring_semester,regular,0.96,Regular spring semester,31296,30044,5107,24937,7052,0.96,sunny,1.000,regular_day,1.00,False,1191,56,0.2044,1164,16,5,6,214,619,321,37,15780.75,13.25,1423.12,0.169,0.700588,619,15.4,7.1,16.0,23.0,10.3,4.1,75.9,207.92,15.69,9.0
126,2024-05-06,0,Monday,False,5,2024,127,19,spring_semester,regular,0.96,Regular spring semester,31299,30047,5107,24940,7052,0.96,sunny,1.000,prospective_student_day,1.19,False,1590,75,0.2044,1555,22,7,6,286,826,429,49,21067.50,13.25,2865.00,0.225,0.935294,826,32.9,14.6,30.7,45.0,21.9,7.7,152.8,137.88,10.41,13.6
127,2024-05-07,1,Tuesday,False,5,2024,128,19,spring_semester,regular,0.96,Regular spring semester,31301,30048,5108,24940,7053,0.96,sunny,1.000,regular_day,1.00,False,1525,72,0.2044,1491,21,7,6,274,793,411,47,20206.25,13.25,2272.50,0.216,0.897059,793,24.6,11.4,25.5,36.7,16.4,6.6,121.2,166.72,12.58,11.2
128,2024-05-08,2,Wednesday,False,5,2024,129,19,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31303,31303,5321,25982,7347,1.00,sunny,1.000,regular_day,1.00,False,1975,94,0.2044,1931,27,9,8,355,1027,533,60,26168.75,13.25,3354.37,0.269,1.000000,1027,38.5,17.1,35.9,52.7,25.7,9.0,178.9,146.28,11.04,12.8
129,2024-05-09,3,Thursday,False,5,2024,130,19,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31306,31306,5322,25984,7348,1.00,extreme_heat,0.891,regular_day,1.00,False,1678,79,0.2044,1641,23,8,6,302,872,453,51,22233.50,13.25,2979.38,0.228,0.987059,872,34.2,15.2,31.9,46.8,22.8,8.0,158.9,139.92,10.56,13.4
130,2024-05-10,4,Friday,False,5,2024,131,19,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31308,31308,5322,25986,7348,1.0,sunny,1.000,sports_events,1.12,False,1823,86,0.2044,1782,25,9,7,328,947,492,56,24154.75,13.25,3163.12,0.248,1.000000,947,36.3,16.1,33.9,49.7,24.2,8.5,168.7,143.18,10.81,13.1
131,2024-05-11,5,Saturday,True,5,2024,132,19,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31310,31310,5322,25988,7349,1.0,cloudy,1.023,regular_day,1.00,False,1328,63,0.2044,1298,18,6,6,239,690,358,41,17596.00,13.25,1539.38,0.181,0.781176,690,16.7,7.7,17.3,24.9,11.1,4.4,82.1,214.32,16.18,8.7
132,2024-05-12,6,Sunday,True,5,2024,133,19,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31313,31313,5323,25990,7350,1.0,sunny,1.000,regular_day,1.00,False,1500,71,0.2044,1467,21,7,5,270,780,405,45,19875.00,13.25,1683.75,0.204,0.882353,780,18.2,8.5,18.9,27.2,12.1,4.9,89.8,221.33,16.70,8.5
133,2024-05-13,0,Monday,False,5,2024,134,20,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31315,31315,5323,25992,7350,1.0,sunny,1.000,regular_day,1.00,False,1683,80,0.2044,1645,23,8,7,302,875,454,52,22299.75,13.25,2985.00,0.229,0.990000,875,34.3,15.2,32.0,46.9,22.8,8.0,159.2,140.07,10.57,13.4
134,2024-05-14,1,Tuesday,False,5,2024,135,20,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31318,31318,5324,25994,7351,1.0,cloudy,1.023,sports_events,1.12,False,2201,104,0.2044,2152,30,11,8,396,1144,594,67,29163.25,13.25,3631.88,0.299,1.000000,1144,41.7,18.5,38.9,57.1,27.8,9.7,193.7,150.56,11.36,12.5
135,2024-05-15,2,Wednesday,False,5,2024,136,20,finals_weeks,special,1.16,"Extended hours, stress eating, all-nighters",31320,31320,5324,25996,7351,1.0,rainy,1.147,regular_day,1.00,False,2267,107,0.2044,2217,31,11,8,408,1178,612,69,30037.75,13.25,3856.88,0.308,1.000000,1178,44.3,19.7,41.3,60.6,29.5,10.3,205.7,146.03,11.02,12.8
136,2024-05-16,3,Thursday,False,5,2024,137,20,unknown_period,regular,0.50,Unknown academic period,31322,31322,5324,25998,7351,1.0,sunny,1.000,regular_day,1.00,False,812,38,0.2044,794,11,4,3,146,422,219,25,10759.00,13.25,1432.50,0.110,0.477647,422,15.5,7.2,16.1,23.2,10.3,4.1,76.4,140.82,10.63,13.3
137,2024-05-17,4,Friday,False,5,2024,138,20,unknown_period,regular,0.50,Unknown academic period,31325,31325,5325,26000,7353,1.0,sunny,1.000,sports_events,1.12,False,786,37,0.2044,768,11,3,4,141,408,212,25,10414.50,13.25,1398.75,0.107,0.462353,408,15.2,7.0,15.7,22.6,10.1,4.0,74.6,139.60,10.54,13.4
138,2024-05-18,5,Saturday,True,5,2024,139,20,unknown_period,regular,0.50,Unknown academic period,31327,31327,5325,26002,7353,1.0,sunny,1.000,graduation,1.43,True,801,38,0.2044,783,11,4,3,144,416,216,25,10613.25,13.25,1138.12,0.109,0.471176,416,12.3,5.7,12.8,18.4,8.2,3.3,60.7,174.85,13.20,10.7
139,2024-05-19,6,Sunday,True,5,2024,140,20,unknown_period,regular,0.50,Unknown academic period,31329,31329,5325,26004,7353,1.0,sunny,1.000,graduation,1.43,True,925,44,0.2044,904,12,4,5,166,481,249,29,12256.25,13.25,1267.50,0.126,0.544118,481,13.7,6.4,14.2,20.5,9.1,3.7,67.6,181.31,13.68,10.3
140,2024-05-20,0,Monday,False,5,2024,141,21,unknown_period,regular,0.5,Unknown academic period,31332,31332,5326,26006,7354,1.0,sunny,1.0,graduation,1.43,True,1038,49,0.2044,1015,14,5,4,186,539,280,33,13753.50,13.25,1835.62,0.141,0.610588,539,19.9,9.2,20.6,29.7,13.2,5.3,97.9,140.49,10.60,13.3
141,2024-05-21,1,Tuesday,False,5,2024,142,21,unknown_period,regular,0.5,Unknown academic period,31334,31334,5326,26008,7354,1.0,sunny,1.0,regular_day,1.00,False,828,39,0.2044,809,11,4,4,149,430,223,26,10971.00,13.25,1455.00,0.113,0.487059,430,15.8,7.3,16.3,23.5,10.5,4.2,77.6,141.38,10.67,13.3
142,2024-05-22,2,Wednesday,False,5,2024,143,21,unknown_period,regular,0.5,Unknown academic period,31336,31336,5327,26009,7355,1.0,sunny,1.0,regular_day,1.00,False,852,40,0.2044,833,11,4,4,153,443,230,26,11289.00,13.25,1486.88,0.116,0.501176,443,16.1,7.5,16.7,24.0,10.7,4.3,79.3,142.36,10.74,13.2
143,2024-05-23,3,Thursday,False,5,2024,144,21,unknown_period,regular,0.5,Unknown academic period,31339,31339,5327,26012,7355,1.0,sunny,1.0,regular_day,1.00,False,812,38,0.2044,794,11,4,3,146,422,219,25,10759.00,13.25,1432.50,0.110,0.477647,422,15.5,7.2,16.1,23.2,10.3,4.1,76.4,140.82,10.63,13.3
144,2024-05-24,4,Friday,False,5,2024,145,21,unknown_period,regular,0.5,Unknown academic period,31341,31341,5327,26014,7356,1.0,sunny,1.0,regular_day,1.00,False,702,33,0.2044,686,9,3,4,126,365,189,22,9301.50,13.25,1291.88,0.095,0.412941,365,14.0,6.5,14.5,20.9,9.3,3.7,68.9,135.00,10.19,13.9
145,2024-05-25,5,Saturday,True,5,2024,146,21,unknown_period,regular,0.5,Unknown academic period,31344,31344,5328,26016,7357,1.0,sunny,1.0,regular_day,1.00,False,560,26,0.2044,547,7,2,4,100,291,151,18,7420.00,13.25,821.25,0.076,0.329412,291,8.9,4.1,9.2,13.3,5.9,2.4,43.8,169.41,12.79,11.1
146,2024-05-26,6,Sunday,True,5,2024,147,21,unknown_period,regular,0.5,Unknown academic period,31346,31346,5328,26018,7357,1.0,sunny,1.0,regular_day,1.00,False,647,30,0.2044,632,9,3,3,116,336,174,21,8572.75,13.25,911.25,0.088,0.380588,336,9.9,4.6,10.2,14.7,6.6,2.6,48.6,176.39,13.31,10.6
147,2024-05-27,0,Monday,False,5,2024,148,22,unknown_period,regular,0.5,Unknown academic period,31348,31348,5329,26019,7358,1.0,sunny,1.0,regular_day,1.00,False,726,34,0.2044,710,10,3,3,130,377,196,23,9619.50,13.25,1320.00,0.099,0.427059,377,14.3,6.6,14.8,21.4,9.5,3.8,70.4,136.64,10.31,13.7
148,2024-05-28,1,Tuesday,False,5,2024,149,22,unknown_period,regular,0.5,Unknown academic period,31351,31351,5329,26022,7358,1.0,sunny,1.0,regular_day,1.00,False,829,39,0.2044,810,11,4,4,149,431,223,26,10984.25,13.25,1455.00,0.113,0.487647,431,15.8,7.3,16.3,23.5,10.5,4.2,77.6,141.55,10.68,13.2
149,2024-05-29,2,Wednesday,False,5,2024,150,22,unknown_period,regular,0.5,Unknown academic period,31353,31353,5330,26023,7359,1.0,sunny,1.0,regular_day,1.00,False,852,40,0.2044,833,11,4,4,153,443,230,26,11289.00,13.25,1486.88,0.116,0.501176,443,16.1,7.5,16.7,24.0,10.7,4.3,79.3,142.36,10.74,13.2
